,Team,NOC
47280,Denmark,DEN
47281,Denmark,DEN
47282,Denmark,DEN
47283,Denmark,DEN
47284,Denmark,DEN
47285,Denmark,DEN
47286,Denmark,DEN
47287,Denmark,DEN
47288,Denmark,DEN
47289,Denmark,DEN
47290,United States,USA
47291,United States,USA
47292,United States,USA
47293,Israel,ISR
47294,Netherlands,NED
47295,Netherlands,NED
47296,Netherlands,NED
47297,France,FRA
47298,France,FRA
47299,France,FRA
47300,Brazil-2,BRA
47301,Brazil-2,BRA
47302,Brazil-1,BRA
47303,Brazil-2,BRA
47304,Brazil-1,BRA
47305,Great Britain,GBR
47306,Great Britain,GBR
47307,Netherlands,NED
47308,Sweden,SWE
47309,Sweden,SWE
47310,Sweden,SWE
47311,Egypt,EGY
47312,Germany-1,GER
47313,Germany-2,GER
47314,Guinea Bissau,GBS
47315,Guinea Bissau,GBS
47316,United States,USA
47317,Great Britain,GBR
47318,Estonia,EST
47319,Estonia,EST
47320,Nigeria,NGR
47321,Nigeria,NGR
47322,Nigeria,NGR
47323,Nigeria,NGR
47324,Nigeria,NGR
47325,Nigeria,NGR
47326,Switzerland,SUI
47327,Nigeria,NGR
47328,Brazil,BRA
47329,Australia,AUS
47330,United States,USA
47331,Australia,AUS
47332,United States,USA
47333,Germany,GER
47334,Mexico,MEX
47335,Moldova,MDA
47336,Moldova,MDA
47337,Moldova,MDA
47338,Moldova,MDA
47339,Austria,AUT
47340,Austria,AUT
47341,Austria,AUT
47342,Austria,AUT
47343,Austria,AUT
47344,Austria,AUT
47345,Austria,AUT
47346,Soviet Union,URS
47347,Netherlands,NED
47348,United States,USA
47349,Zimbabwe,ZIM
47350,Canada,CAN
47351,Canada,CAN
47352,Canada,CAN
47353,Canada,CAN
47354,Trinidad and Tobago,TTO
47355,Tanzania,TAN
47356,Nigeria,NGR
47357,Nigeria,NGR
47358,East Germany,GDR
47359,East Germany,GDR
47360,Germany,GER
47361,Germany,GER
47362,Germany,GER
47363,Soviet Union,URS
47364,Armenia,ARM
47365,Italy,ITA
47366,Italy,ITA
47367,United States,USA
47368,United States,USA
47369,United States,USA
47370,United States,USA
47371,United States,USA
47372,United States,USA
47373,United States,USA
47374,United States,USA
47375,Great Britain-1,GBR
47376,Great Britain-2,GBR
47377,Great Britain-1,GBR
47378,Great Britain,GBR
47379,Canada,CAN
47380,Belgium,BEL
47381,Belgium,BEL
47382,Nigeria,NGR
47383,Japan,JPN
47384,Japan,JPN
47385,France,FRA
47386,France,FRA
47387,France,FRA
47388,France,FRA
47389,France,FRA
47390,France,FRA
47391,Germany,GER
47392,Germany,GER
47393,Japan,JPN
47394,Japan,JPN
47395,Egypt,EGY
47396,Romania,ROU
47397,Romania,ROU
47398,Romania-2,ROU
47399,Romania,ROU
47400,Romania,ROU
47401,Romania,ROU
47402,Romania,ROU
47403,Romania,ROU
47404,Romania,ROU
47405,Romania,ROU
47406,Romania,ROU
47407,Moldova,MDA
47408,Moldova,MDA
47409,Cameroon,CMR
47410,Honduras,HON
47411,Paraguay,PAR
47412,United States,USA
47413,Hungary,HUN
47414,Romania,ROU
47415,West Germany,FRG
47416,Germany,GER
47417,France,FRA
47418,France,FRA
47419,France,FRA
47420,France,FRA
47421,France,FRA
47422,East Germany,GDR
47423,East Germany,GDR
47424,East Germany,GDR
47425,East Germany,GDR
47426,East Germany,GDR
47427,East Germany,GDR
47428,East Germany,GDR
47429,East Germany,GDR
47430,Liechtenstein,LIE
47431,Liechtenstein,LIE
47432,Liechtenstein,LIE
47433,Ecuador,ECU
47434,Ecuador,ECU
47435,Ecuador,ECU
47436,Ecuador,ECU
47437,Germany,GER
47438,East Germany,GDR
47439,Germany,GER
47440,Germany,GER
47441,Germany,GER
47442,United States,USA
47443,United States,USA
47444,United States,USA
47445,Australia,AUS
47446,West Germany,FRG
47447,West Germany,FRG
47448,West Germany,FRG
47449,West Germany,FRG
47450,West Germany,FRG
47451,West Germany,FRG
47452,West Germany,FRG
47453,West Germany,FRG
47454,Japan,JPN
47455,Japan,JPN
47456,Japan,JPN
47457,Japan,JPN
47458,Japan,JPN
47459,Japan,JPN
47460,Japan,JPN
47461,Japan,JPN
47462,Japan,JPN
47463,Japan,JPN
47464,Japan,JPN
47465,Japan,JPN
47466,Japan,JPN
47467,Japan,JPN
47468,Japan,JPN
47469,Japan,JPN
47470,Japan,JPN
47471,Japan,JPN
47472,Japan,JPN
47473,Japan,JPN
47474,Japan,JPN
47475,Japan,JPN
47476,Japan,JPN
47477,Japan,JPN
47478,Japan,JPN
47479,Japan,JPN
47480,Japan,JPN
47481,Japan,JPN
47482,Japan,JPN
47483,Japan,JPN
47484,Japan,JPN
47485,Japan,JPN
47486,Japan,JPN
47487,Japan,JPN
47488,Estonia,EST
47489,Estonia,EST
47490,Estonia,EST
47491,Estonia,EST
47492,West Germany,FRG
47493,West Germany,FRG
47494,West Germany,FRG
47495,Norway,NOR
47496,Romania,ROU
47497,Romania,ROU
47498,Hungary,HUN
47499,Hungary,HUN
47500,Australia,AUS
47501,Romania,ROU
47502,Romania,ROU
47503,Romania,ROU
47504,Argentina,ARG
47505,Argentina,ARG
47506,Sweden,SWE
47507,Sweden,SWE
47508,Great Britain,GBR
47509,Indonesia-1,INA
47510,Indonesia-1,INA
47511,Cameroon,CMR
47512,Sweden,SWE
47513,Sweden,SWE
47514,Sweden,SWE
47515,Sweden,SWE
47516,Sweden,SWE
47517,Sweden,SWE
47518,Sweden,SWE
47519,Sweden,SWE
47520,United States,USA
47521,Czechoslovakia,TCH
47522,Czechoslovakia,TCH
47523,West Germany,FRG
47524,Czechoslovakia,TCH
47525,Czechoslovakia,TCH
47526,Czechoslovakia,TCH
47527,United States,USA
47528,East Germany,GDR
47529,West Germany,FRG
47530,South Africa,RSA
47531,Denmark,DEN
47532,Netherlands,NED
47533,Netherlands,NED
47534,Switzerland,SUI
47535,Switzerland,SUI
47536,Switzerland,SUI
47537,Switzerland,SUI
47538,Switzerland,SUI
47539,Switzerland,SUI
47540,Switzerland,SUI
47541,Switzerland,SUI
47542,Switzerland,SUI
47543,Switzerland,SUI
47544,Switzerland,SUI
47545,Switzerland,SUI
47546,Switzerland,SUI
47547,Switzerland,SUI
47548,Switzerland,SUI
47549,Germany,GER
47550,Germany,GER
47551,Germany,GER
47552,Germany,GER
47553,Netherlands,NED
47554,Germany,GER
47555,East Germany,GDR
47556,East Germany,GDR
47557,Germany,GER
47558,Australia,AUS
47559,Norway,NOR
47560,Norway,NOR
47561,Norway,NOR
47562,Norway,NOR
47563,Sweden,SWE
47564,Norway,NOR
47565,Norway,NOR
47566,Norway,NOR
47567,Norway,NOR
47568,United States,USA
47569,Norway,NOR
47570,Hungary,HUN
47571,Hungary,HUN
47572,Hungary-1,HUN
47573,Soviet Union,URS
47574,Soviet Union,URS
47575,Turkey,TUR
47576,Sweden,SWE
47577,Austria,AUT
47578,Australia,AUS
47579,Great Britain,GBR
47580,Israel,ISR
47581,Soviet Union,URS
47582,West Germany,FRG
47583,West Germany,FRG
47584,United States,USA
47585,United States,USA
47586,United States,USA
47587,United States,USA
47588,United States,USA
47589,United States,USA
47590,Germany,GER
47591,Germany,GER
47592,Germany,GER
47593,Great Britain,GBR
47594,Ireland,IRL
47595,Great Britain,GBR
47596,Zimbabwe,ZIM
47597,Germany,GER
47598,Germany,GER
47599,East Germany,GDR
47600,Gabon,GAB
47601,Gabon,GAB
47602,Gabon,GAB
47603,Gabon,GAB
47604,Gabon,GAB
47605,Sweden,SWE
47606,Sweden,SWE
47607,United States,USA
47608,United States,USA
47609,Sweden,SWE
47610,Sweden,SWE
47611,Germany,GER
47612,East Germany,GDR
47613,East Germany,GDR
47614,East Germany,GDR
47615,East Germany,GDR
47616,East Germany,GDR
47617,East Germany,GDR
47618,East Germany,GDR
47619,East Germany,GDR
47620,East Germany,GDR
47621,East Germany,GDR
47622,East Germany,GDR
47623,East Germany,GDR
47624,Mongolia,MGL
47625,Austria,AUT
47626,Austria,AUT
47627,Austria,AUT
47628,Austria,AUT
47629,Jordan,JOR
47630,Tunisia,TUN
47631,Tunisia,TUN
47632,Poland,POL
47633,Finland,FIN
47634,United States,USA
47635,Great Britain,GBR
47636,Great Britain,GBR
47637,Jamaica,JAM
47638,Jamaica,JAM
47639,Jamaica,JAM
47640,Sweden,SWE
47641,Canada,CAN
47642,Canada,CAN
47643,Denmark,DEN
47644,United States,USA
47645,Sweden,SWE
47646,Sweden,SWE
47647,Sweden-2,SWE
47648,Canada,CAN
47649,United States,USA
47650,Puerto Rico,PUR
47651,Spain,ESP
47652,Spain,ESP
47653,Spain,ESP
47654,Puerto Rico,PUR
47655,Mexico,MEX
47656,Mexico,MEX
47657,Cuba,CUB
47658,Cuba,CUB
47659,Cuba,CUB
47660,Cuba,CUB
47661,Cuba,CUB
47662,Spain,ESP
47663,Germany,GER
47664,Norway,NOR
47665,Sweden,SWE
47666,Sweden,SWE
47667,Sweden,SWE
47668,Netherlands,NED
47669,Netherlands,NED
47670,Iran,IRI
47671,Iran,IRI
47672,Spain,ESP
47673,Spain,ESP
47674,Spain,ESP
47675,Spain,ESP
47676,Equatorial Guinea,GEQ
47677,Equatorial Guinea,GEQ
47678,Equatorial Guinea,GEQ
47679,Equatorial Guinea,GEQ
47680,Equatorial Guinea,GEQ
47681,Equatorial Guinea,GEQ
47682,Equatorial Guinea,GEQ
47683,Canada,CAN
47684,Canada,CAN
47685,United States,USA
47686,Equatorial Guinea,GEQ
47687,Equatorial Guinea,GEQ
47688,West Germany,FRG
47689,Austria,AUT
47690,South Korea,KOR
47691,South Korea,KOR
47692,South Korea,KOR
47693,South Korea,KOR
47694,South Korea,KOR
47695,South Korea,KOR
47696,South Korea,KOR
47697,South Korea,KOR
47698,South Korea,KOR
47699,South Korea,KOR
47700,France,FRA
47701,France,FRA
47702,France,FRA
47703,France,FRA
47704,Cameroon,CMR
47705,France,FRA
47706,France,FRA
47707,France,FRA
47708,Yugoslavia,YUG
47709,Greece,GRE
47710,France,FRA
47711,United States,USA
47712,West Germany,FRG
47713,West Germany,FRG
47714,West Germany,FRG
47715,West Germany,FRG
47716,West Germany,FRG
47717,West Germany,FRG
47718,West Germany,FRG
47719,West Germany,FRG
47720,West Germany,FRG
47721,West Germany,FRG
47722,West Germany,FRG
47723,West Germany,FRG
47724,West Germany,FRG
47725,West Germany,FRG
47726,United States,USA
47727,Great Britain,GBR
47728,Mexico,MEX
47729,Iceland,ISL
47730,Nigeria,NGR
47731,New Zealand,NZL
47732,New Zealand,NZL
47733,Peru,PER
47734,Kyrgyzstan,KGZ
47735,Kyrgyzstan,KGZ
47736,Luxembourg,LUX
47737,Luxembourg,LUX
47738,Luxembourg,LUX
47739,Luxembourg,LUX
47740,Luxembourg,LUX
47741,Luxembourg,LUX
47742,Luxembourg,LUX
47743,Luxembourg,LUX
47744,Luxembourg,LUX
47745,Luxembourg,LUX
47746,Luxembourg,LUX
47747,Luxembourg,LUX
47748,Luxembourg,LUX
47749,Luxembourg,LUX
47750,Luxembourg,LUX
47751,Luxembourg,LUX
47752,Netherlands,NED
47753,Netherlands,NED
47754,South Africa,RSA
47755,Czech Republic,CZE
47756,Czech Republic,CZE
47757,Czech Republic,CZE
47758,Spain,ESP
47759,Indonesia,INA
47760,South Africa,RSA
47761,South Africa,RSA
47762,Puerto Rico,PUR
47763,Honduras,HON
47764,Switzerland,SUI
47765,Czechoslovakia,TCH
47766,Czechoslovakia,TCH
47767,Czechoslovakia,TCH
47768,Slovakia,SVK
47769,Slovakia,SVK
47770,Slovakia,SVK
47771,Slovakia,SVK
47772,Slovakia,SVK
47773,Czech Republic,CZE
47774,Czech Republic,CZE
47775,Czech Republic,CZE
47776,Czech Republic,CZE
47777,Czech Republic,CZE
47778,Czech Republic,CZE
47779,Slovakia,SVK
47780,Slovakia,SVK
47781,Morocco,MAR
47782,Turkey,TUR
47783,Turkey,TUR
47784,Turkey,TUR
47785,Turkey,TUR
47786,Argentina,ARG
47787,Argentina,ARG
47788,Argentina,ARG
47789,Spain,ESP
47790,West Germany,FRG
47791,Germany,GER
47792,Germany,GER
47793,East Germany,GDR
47794,East Germany,GDR
47795,New Zealand,NZL
47796,New Zealand,NZL
47797,New Zealand,NZL
47798,Croatia,CRO
47799,Croatia,CRO
47800,Croatia,CRO
47801,Croatia,CRO
47802,Croatia,CRO
47803,Croatia,CRO
47804,Croatia,CRO
47805,Croatia,CRO
47806,Croatia,CRO
47807,Croatia,CRO
47808,Croatia,CRO
47809,Yugoslavia,YUG
47810,Italy,ITA
47811,San Marino,SMR
47812,San Marino,SMR
47813,San Marino,SMR
47814,San Marino,SMR
47815,San Marino,SMR
47816,San Marino,SMR
47817,San Marino,SMR
47818,Hungary,HUN
47819,Hungary,HUN
47820,Serbia and Montenegro,SCG
47821,Hungary,HUN
47822,Hungary,HUN
47823,Hungary,HUN
47824,Hungary,HUN
47825,Turkey,TUR
47826,Turkey,TUR
47827,Mongolia,MGL
47828,Mongolia,MGL
47829,Mongolia,MGL
47830,Mongolia,MGL
47831,Mongolia,MGL
47832,Mongolia,MGL
47833,Mongolia,MGL
47834,Hungary,HUN
47835,Switzerland,SUI
47836,Switzerland,SUI
47837,Mexico,MEX
47838,Mexico,MEX
47839,Canada,CAN
47840,Germany-2,GER
47841,Germany,GER
47842,Germany,GER
47843,Germany,GER
47844,Germany-2,GER
47845,Germany-2,GER
47846,Turkey,TUR
47847,Turkey,TUR
47848,Turkey,TUR
47849,Hungary,HUN
47850,Hungary,HUN
47851,Hungary,HUN
47852,Hungary,HUN
47853,Hungary,HUN
47854,Hungary,HUN
47855,Hungary,HUN
47856,Russia,RUS
47857,Nigeria,NGR
47858,Romania,ROU
47859,Romania,ROU
47860,Romania,ROU
47861,Romania,ROU
47862,Romania,ROU
47863,Kenya,KEN
47864,Kenya,KEN
47865,Kenya,KEN
47866,Nigeria,NGR
47867,Germany,GER
47868,Hungary,HUN
47869,Uzbekistan,UZB
47870,Uzbekistan,UZB
47871,Turkey,TUR
47872,Croatia,CRO
47873,Croatia,CRO
47874,Croatia,CRO
47875,Croatia,CRO
47876,Spain,ESP
47877,Austria,AUT
47878,Serbia and Montenegro,SCG
47879,West Germany,FRG
47880,West Germany,FRG
47881,West Germany,FRG
47882,West Germany,FRG
47883,Norway,NOR
47884,Denmark,DEN
47885,Denmark,DEN
47886,Guatemala,GUA
47887,United States,USA
47888,United States,USA
47889,United States,USA
47890,United States,USA
47891,United States,USA
47892,United States,USA
47893,Australia,AUS
47894,Australia,AUS
47895,Australia,AUS
47896,United States,USA
47897,United States,USA
47898,United States,USA
47899,Sweden,SWE
47900,Sweden,SWE
47901,United States,USA
47902,Sweden,SWE
47903,Sweden,SWE
47904,Sweden,SWE
47905,Sweden,SWE
47906,Sweden,SWE
47907,Sweden,SWE
47908,Sweden,SWE
47909,Sweden,SWE
47910,Sweden,SWE
47911,Sweden,SWE
47912,Sweden,SWE
47913,Sweden,SWE
47914,Sweden,SWE
47915,Sweden,SWE
47916,Sweden,SWE
47917,Sweden,SWE
47918,Sweden,SWE
47919,Sweden,SWE
47920,Sweden,SWE
47921,Sweden,SWE
47922,Japan,JPN
47923,Japan,JPN
47924,Soviet Union,URS
47925,Soviet Union,URS
47926,Brazil,BRA
47927,Brazil,BRA
47928,Brazil,BRA
47929,Brazil,BRA
47930,Brazil,BRA
47931,Brazil,BRA
47932,Norway,NOR
47933,Norway,NOR
47934,Denmark,DEN
47935,Norway,NOR
47936,Norway,NOR
47937,Norway,NOR
47938,Denmark-1,DEN
47939,Denmark-1,DEN
47940,Denmark-2,DEN
47941,Denmark-1,DEN
47942,Denmark-2,DEN
47943,Denmark-2,DEN
47944,Denmark-2,DEN
47945,Denmark,DEN
47946,Denmark,DEN
47947,Norway,NOR
47948,Norway,NOR
47949,Norway,NOR
47950,Norway,NOR
47951,Norway,NOR
47952,Norway,NOR
47953,Norway,NOR
47954,Sweden,SWE
47955,Sweden,SWE
47956,Sweden,SWE
47957,Sweden,SWE
47958,Sweden,SWE
47959,Sweden,SWE
47960,Sweden,SWE
47961,Sweden,SWE
47962,Sweden,SWE
47963,Sweden,SWE
47964,Sweden,SWE
47965,Sweden,SWE
47966,Sweden,SWE
47967,Sweden,SWE
47968,Sweden,SWE
47969,Sweden-2,SWE
47970,Sweden,SWE
47971,Sweden-2,SWE
47972,Sweden,SWE
47973,Sweden,SWE
47974,Sweden,SWE
47975,Sweden,SWE
47976,Sweden,SWE
47977,Sweden,SWE
47978,Sweden,SWE
47979,Sweden,SWE
47980,Sweden,SWE
47981,Finland,FIN
47982,Finland,FIN
47983,Sweden,SWE
47984,Sweden,SWE
47985,Sweden,SWE
47986,Sweden,SWE
47987,Sweden,SWE
47988,Sweden,SWE
47989,Sweden,SWE
47990,Sweden,SWE
47991,Sweden,SWE
47992,Sweden,SWE
47993,Sweden,SWE
47994,Sweden,SWE
47995,Finland,FIN
47996,Finland,FIN
47997,Sweden,SWE
47998,Sweden,SWE
47999,Sweden,SWE
48000,Sweden,SWE
48001,Sweden,SWE
48002,Sweden,SWE
48003,Sweden,SWE
48004,Sweden,SWE
48005,Sweden,SWE
48006,Sweden,SWE
48007,Sweden,SWE
48008,Sweden,SWE
48009,Sweden,SWE
48010,Sweden,SWE
48011,Sweden,SWE
48012,Sweden,SWE
48013,Sweden,SWE
48014,Sweden,SWE
48015,Sweden,SWE
48016,Sweden,SWE
48017,Sweden,SWE
48018,Sweden,SWE
48019,Sweden,SWE
48020,Sweden,SWE
48021,Sweden,SWE
48022,Sweden,SWE
48023,Sweden,SWE
48024,Sweden,SWE
48025,Sweden,SWE
48026,Sweden,SWE
48027,Sweden,SWE
48028,Sweden,SWE
48029,Sweden,SWE
48030,Sweden,SWE
48031,Sweden,SWE
48032,Sweden,SWE
48033,Sweden,SWE
48034,Sweden,SWE
48035,Finland,FIN
48036,Finland,FIN
48037,Sweden,SWE
48038,Sweden,SWE
48039,Sweden,SWE
48040,Sweden,SWE
48041,Sweden,SWE
48042,Sweden,SWE
48043,Sweden,SWE
48044,Sweden,SWE
48045,Sweden,SWE
48046,Sweden,SWE
48047,Sweden,SWE
48048,Sweden,SWE
48049,Sweden,SWE
48050,Sweden,SWE
48051,Sweden,SWE
48052,Nigeria,NGR
48053,Nigeria,NGR
48054,Latvia,LAT
48055,Turkey,TUR
48056,Brazil,BRA
48057,Sweden,SWE
48058,Germany,GER
48059,Turkey,TUR
48060,Turkey,TUR
48061,Turkey,TUR
48062,Turkey,TUR
48063,Mongolia,MGL
48064,Italy,ITA
48065,Italy,ITA
48066,Italy,ITA
48067,Italy,ITA
48068,Italy,ITA
48069,Germany,GER
48070,Germany,GER
48071,Israel,ISR
48072,Israel,ISR
48073,Israel,ISR
48074,Sweden,SWE
48075,Sweden,SWE
48076,Germany,GER
48077,Germany,GER
48078,Germany,GER
48079,France,FRA
48080,France,FRA
48081,France,FRA
48082,France,FRA
48083,France,FRA
48084,Uzbekistan,UZB
48085,Estonia,EST
48086,Estonia,EST
48087,France,FRA
48088,Switzerland,SUI
48089,Switzerland,SUI
48090,Switzerland,SUI
48091,Switzerland,SUI
48092,Switzerland,SUI
48093,Switzerland,SUI
48094,Switzerland,SUI
48095,Switzerland,SUI
48096,Germany,GER
48097,Austria,AUT
48098,Austria,AUT
48099,Austria,AUT
48100,Netherlands,NED
48101,Netherlands,NED
48102,Germany,GER
48103,Iceland,ISL
48104,Germany,GER
48105,Germany,GER
48106,Germany,GER
48107,Germany,GER
48108,Sweden,SWE
48109,Luxembourg,LUX
48110,Luxembourg,LUX
48111,Turkey,TUR
48112,Turkey,TUR
48113,Turkey,TUR
48114,Turkey,TUR
48115,Turkey,TUR
48116,Turkey,TUR
48117,Turkey,TUR
48118,Italy,ITA
48119,Italy,ITA
48120,Nigeria,NGR
48121,Nigeria,NGR
48122,Hungary,HUN
48123,Spain,ESP
48124,Spain,ESP
48125,Italy,ITA
48126,Italy,ITA
48127,Italy,ITA
48128,Italy,ITA
48129,Italy-2,ITA
48130,Italy-1,ITA
48131,Italy,ITA
48132,Italy,ITA
48133,East Germany,GDR
48134,East Germany,GDR
48135,Italy,ITA
48136,Italy,ITA
48137,Italy,ITA
48138,Italy,ITA
48139,Norway,NOR
48140,Hungary,HUN
48141,Hungary,HUN
48142,Hungary,HUN
48143,Hungary,HUN
48144,Hungary,HUN
48145,Hungary,HUN
48146,Qatar,QAT
48147,Turkey,TUR
48148,Turkey,TUR
48149,Turkey,TUR
48150,Turkey,TUR
48151,Turkey,TUR
48152,Turkey,TUR
48153,Turkey,TUR
48154,East Germany,GDR
48155,West Germany-2,FRG
48156,Germany,GER
48157,Italy,ITA
48158,Italy,ITA
48159,Germany,GER
48160,Germany,GER
48161,Germany,GER
48162,Germany,GER
48163,Germany,GER
48164,Germany,GER
48165,Germany,GER
48166,Germany,GER
48167,Germany,GER
48168,Germany,GER
48169,Germany,GER
48170,Germany,GER
48171,Germany,GER
48172,Germany,GER
48173,Germany,GER
48174,Germany,GER
48175,Germany,GER
48176,Germany,GER
48177,Germany,GER
48178,Norway,NOR
48179,United States,USA
48180,Norway,NOR
48181,Norway,NOR
48182,Norway,NOR
48183,Norway,NOR
48184,Norway,NOR
48185,Norway,NOR
48186,United States,USA
48187,United States,USA
48188,United States,USA
48189,United States,USA
48190,United States,USA
48191,Spain,ESP
48192,Canada,CAN
48193,United States,USA
48194,Turkey,TUR
48195,Switzerland,SUI
48196,Slovenia,SLO
48197,Slovenia,SLO
48198,Yugoslavia,YUG
48199,Yugoslavia,YUG
48200,Yugoslavia,YUG
48201,Yugoslavia,YUG
48202,Morocco,MAR
48203,Colombia,COL
48204,Romania,ROU
48205,Romania,ROU
48206,Japan,JPN
48207,Japan-1,JPN
48208,Japan-1,JPN
48209,Japan-1,JPN
48210,Japan,JPN
48211,Tuvalu,TUV
48212,Brazil,BRA
48213,Brazil,BRA
48214,Brazil,BRA
48215,Brazil,BRA
48216,Chile,CHI
48217,Mexico,MEX
48218,Mexico,MEX
48219,Mexico,MEX
48220,Mexico,MEX
48221,Colombia,COL
48222,Colombia,COL
48223,Mexico,MEX
48224,Mexico,MEX
48225,Spain,ESP
48226,Spain,ESP
48227,Spain,ESP
48228,Spain,ESP
48229,Spain,ESP
48230,Spain,ESP
48231,Spain,ESP
48232,Spain,ESP
48233,Venezuela,VEN
48234,Mexico,MEX
48235,Mexico,MEX
48236,Mexico,MEX
48237,Mexico,MEX
48238,Mexico,MEX
48239,Colombia,COL
48240,Spain,ESP
48241,Spain,ESP
48242,Spain,ESP
48243,Paraguay,PAR
48244,United States,USA
48245,East Germany,GDR
48246,East Germany,GDR
48247,East Germany,GDR
48248,East Germany,GDR
48249,East Germany,GDR
48250,East Germany,GDR
48251,Germany,GER
48252,Ecuador,ECU
48253,Ecuador,ECU
48254,Ecuador,ECU
48255,Ecuador,ECU
48256,Honduras,HON
48257,Colombia,COL
48258,Colombia,COL
48259,Colombia,COL
48260,Colombia,COL
48261,Colombia,COL
48262,Mexico,MEX
48263,El Salvador,ESA
48264,Colombia,COL
48265,Spain,ESP
48266,Spain,ESP
48267,Spain,ESP
48268,Spain,ESP
48269,Mexico,MEX
48270,Mexico,MEX
48271,Mexico,MEX
48272,Mexico,MEX
48273,Mexico,MEX
48274,Mexico,MEX
48275,Mexico,MEX
48276,Mexico,MEX
48277,United States,USA
48278,Mexico,MEX
48279,Mexico,MEX
48280,Andorra,AND
48281,Andorra,AND
48282,Andorra,AND
48283,Andorra,AND
48284,Andorra,AND
48285,Andorra,AND
48286,Andorra,AND
48287,Andorra,AND
48288,Andorra,AND
48289,Andorra,AND
48290,Andorra,AND
48291,Andorra,AND
48292,Spain,ESP
48293,Spain,ESP
48294,Spain,ESP
48295,Spain,ESP
48296,France,FRA
48297,France,FRA
48298,Spain,ESP
48299,Spain,ESP
48300,Spain,ESP
48301,Chile,CHI
48302,Chile,CHI
48303,Spain,ESP
48304,Spain,ESP
48305,Spain,ESP
48306,Spain,ESP
48307,Spain,ESP
48308,Georgia,GEO
48309,Georgia,GEO
48310,Georgia,GEO
48311,Georgia,GEO
48312,Georgia,GEO
48313,Germany,GER
48314,Portugal,POR
48315,Bahrain,BRN
48316,Bahrain,BRN
48317,Bahrain,BRN
48318,Kazakhstan,KAZ
48319,Kazakhstan,KAZ
48320,Libya,LBA
48321,New Zealand,NZL
48322,Ghana,GHA
48323,Ghana,GHA
48324,Iran,IRI
48325,Iran,IRI
48326,Iran,IRI
48327,Iran,IRI
48328,Iran,IRI
48329,Iran,IRI
48330,Finland,FIN
48331,Finland,FIN
48332,Finland,FIN
48333,Sweden,SWE
48334,Sweden,SWE
48335,Turkey,TUR
48336,Turkey,TUR
48337,Turkey,TUR
48338,Turkey,TUR
48339,Nirefs,GRE
48340,Proteus II,GRE
48341,Greece,GRE
48342,Finland,FIN
48343,Finland,FIN
48344,Finland,FIN
48345,Finland,FIN
48346,Finland,FIN
48347,Iran,IRI
48348,Iran,IRI
48349,Iran,IRI
48350,Iran,IRI
48351,Egypt,EGY
48352,Egypt,EGY
48353,Iran,IRI
48354,Canada,CAN
48355,France,FRA
48356,France,FRA
48357,France,FRA
48358,Equatorial Guinea,GEQ
48359,France,FRA
48360,Spain,ESP
48361,Spain,ESP
48362,Spain,ESP
48363,Spain,ESP
48364,Spain,ESP
48365,Spain,ESP
48366,Spain,ESP
48367,Venezuela,VEN
48368,Spain,ESP
48369,Spain,ESP
48370,Spain,ESP
48371,Spain,ESP
48372,Spain,ESP
48373,United States,USA
48374,Argentina,ARG
48375,Spain,ESP
48376,Spain,ESP
48377,Spain,ESP
48378,Denmark,DEN
48379,Norway,NOR
48380,Norway,NOR
48381,United States,USA
48382,United States,USA
48383,Spain,ESP
48384,Ireland,IRL
48385,Argentina,ARG
48386,Spain,ESP
48387,Puerto Rico,PUR
48388,Puerto Rico,PUR
48389,Honduras,HON
48390,Peru,PER
48391,Argentina,ARG
48392,Argentina,ARG
48393,Argentina,ARG
48394,Argentina,ARG
48395,Argentina,ARG
48396,Spain,ESP
48397,Mexico,MEX
48398,Mexico,MEX
48399,Cuba,CUB
48400,Colombia,COL
48401,Colombia,COL
48402,Colombia,COL
48403,Cuba,CUB
48404,Cuba,CUB
48405,Spain,ESP
48406,Spain,ESP
48407,Spain,ESP
48408,Spain,ESP
48409,Mexico,MEX
48410,Spain,ESP
48411,Spain,ESP
48412,Cuba,CUB
48413,Philippines,PHI
48414,Philippines,PHI
48415,Cuba,CUB
48416,Mexico,MEX
48417,Mexico,MEX
48418,Mexico,MEX
48419,Mexico,MEX
48420,Mexico,MEX
48421,Mexico,MEX
48422,Mexico,MEX
48423,Mexico,MEX
48424,Mexico,MEX
48425,Mexico,MEX
48426,Cuba,CUB
48427,Venezuela,VEN
48428,Venezuela,VEN
48429,Venezuela,VEN
48430,Peru,PER
48431,Peru,PER
48432,Argentina,ARG
48433,Venezuela,VEN
48434,Venezuela,VEN
48435,Venezuela,VEN
48436,Ecuador,ECU
48437,Ecuador,ECU
48438,Mexico,MEX
48439,Mexico,MEX
48440,Mexico,MEX
48441,Honduras,HON
48442,Australia,AUS
48443,Australia,AUS
48444,Australia,AUS
48445,Australia,AUS
48446,Italy,ITA
48447,Italy,ITA
48448,France,FRA
48449,France,FRA
48450,France,FRA
48451,France,FRA
48452,France,FRA
48453,France,FRA
48454,France,FRA
48455,France,FRA
48456,France,FRA
48457,France,FRA
48458,France,FRA
48459,France,FRA
48460,Australia,AUS
48461,Spain,ESP
48462,Paraguay,PAR
48463,Costa Rica,CRC
48464,Uruguay,URU
48465,Switzerland,SUI
48466,Switzerland,SUI
48467,Morocco,MAR
48468,France,FRA
48469,Tunisia,TUN
48470,Egypt,EGY
48471,Egypt,EGY
48472,France,FRA
